2025-07-29 21:02:49,732 - __main__ - ERROR - Input directory not found: G:\project\life_insurence_query\file_inputs
2025-07-29 21:02:49,733 - __main__ - INFO - Current working directory: G:\project\life_insurence_query
2025-07-29 21:10:56,225 - __main__ - ERROR - Spacy model 'en_core_web_md' not found. Please install it first.
2025-07-29 21:13:30,166 - __main__ - ERROR - Input directory not found: G:\project\life_insurence_query\file_inputs
2025-07-29 21:13:30,167 - __main__ - INFO - Current working directory: G:\project\life_insurence_query
2025-07-29 21:14:40,679 - __main__ - ERROR - Input directory not found: G:\project\life_insurence_query\file_inputs
2025-07-29 21:14:40,679 - __main__ - INFO - Current working directory: G:\project\life_insurence_query
2025-07-29 21:17:28,946 - __main__ - ERROR - Input directory not found: G:\project\file_inputs
2025-07-29 21:17:28,947 - __main__ - INFO - Current working directory: G:\project\life_insurence_query
2025-07-29 21:20:08,949 - __main__ - ERROR - Input directory not found: G:\project\life_insurence_query\file_inputs
2025-07-29 21:20:08,950 - __main__ - INFO - Current working directory: G:\project\life_insurence_query
2025-07-29 21:21:37,143 - __main__ - ERROR - Input directory not found: G:\project\life_insurence_query\file_inputs
2025-07-29 21:21:37,144 - __main__ - INFO - Current working directory: G:\project\life_insurence_query
2025-07-29 21:21:56,686 - __main__ - INFO - 
Starting processing of 5 insurance documents
2025-07-29 21:21:56,861 - __main__ - INFO - Processing document: G:\project\life_insurence_query\file_inputs\BAJHLIP23020V012223.pdf
2025-07-29 21:22:43,814 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,814 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,814 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,814 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,815 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,815 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,815 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,815 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,815 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,816 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,816 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,816 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,816 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,816 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,816 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,817 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,817 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,817 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,817 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,817 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,819 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,819 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,819 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,820 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,820 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,820 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,820 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,820 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,820 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,820 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,821 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,821 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,821 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,821 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,821 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,821 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,821 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,821 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,821 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,821 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,822 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,822 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,822 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,822 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,822 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,822 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,823 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,823 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,823 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,823 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,823 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,824 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,824 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,824 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,824 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,824 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,825 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,825 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,825 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,825 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,825 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,825 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,826 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,826 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,826 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,826 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,826 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,826 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,827 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,827 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,827 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,827 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,827 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:22:43,827 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:28,812 - __main__ - INFO - Processing document: G:\project\life_insurence_query\file_inputs\EDLHLGA23009V012223.pdf
2025-07-29 21:23:28,858 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:28,859 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:29,096 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:29,097 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,061 - __main__ - INFO - Processing document: G:\project\life_insurence_query\file_inputs\HDFHLIP23024V072223.pdf
2025-07-29 21:23:30,096 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,097 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,098 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,099 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,100 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,100 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,101 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,101 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,102 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,102 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,103 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,103 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,104 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,105 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,106 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,106 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,107 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,108 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,109 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,109 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,110 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,111 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,111 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,112 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,113 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,114 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,114 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,115 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,115 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,116 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,117 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,118 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,119 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,121 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,122 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,123 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,123 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,124 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:30,126 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,302 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,303 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,303 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,303 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,304 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,304 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,304 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,305 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,305 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,305 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,305 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,305 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,305 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,306 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,306 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,306 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,306 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,306 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,306 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,306 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,306 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,307 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,307 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,307 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,307 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,307 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,307 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,307 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,307 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,307 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,307 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,308 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,308 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,308 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,308 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,308 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,308 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,308 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:35,308 - pdfminer.pdfpage - WARNING - CropBox missing from /Page, defaulting to MediaBox
2025-07-29 21:23:50,704 - __main__ - INFO - Processing document: G:\project\life_insurence_query\file_inputs\ICIHLIP22012V012223.pdf
2025-07-29 21:24:18,776 - __main__ - INFO - 
Processing completed in 142.09 seconds
2025-07-29 21:24:18,777 - __main__ - INFO - Successful: 5
2025-07-29 21:24:18,778 - __main__ - INFO - Failed: 0
2025-07-29 21:24:18,778 - __main__ - INFO - 
Clause Statistics:
2025-07-29 21:24:18,778 - __main__ - INFO - GENERAL: 136
2025-07-29 21:24:18,778 - __main__ - INFO - CONDITION: 442
2025-07-29 21:24:18,778 - __main__ - INFO - EXCLUSION: 127
2025-07-29 21:24:18,779 - __main__ - INFO - DEFINITION: 42
2025-07-29 21:24:18,779 - __main__ - INFO - COVERAGE: 74
2025-07-29 21:24:18,779 - __main__ - INFO - LIMITATION: 284
2025-07-29 21:24:18,780 - __main__ - INFO - 
Full report saved to: G:\project\life_insurence_query\processed_clauses\clause_analysis_report.json
